Error Rate	dx	lsec	spline
0	0	6.82147060946055E-56
0.01	1.00444497911678	2.95772220148971
0.02	7.07707800363106	28.3295250274615
0.03	128.610945790608	54.3980128665781
0.04	4.41133341020824	9.2116243107933
0.05	78.9144153269886	291.09127326646
0.06	8.69649297101899	15.5445147069591
0.07	102.466778014374	332.870374755917
0.08	48.7327701883048	161.747318514141
0.09	106.982909440258	528.89437413505
0.1	208.439060616879	1797.19955819256
0.11	87.4851539694009	289.017921431022
0.12	71.7637387900623	387.595475173311
0.13	159.740954737837	173.426419532989
0.14	59.7469534752372	533.09586926233
0.15	232.126807385123	945.790917529426
0.16	542.956451404315	1547.76219306687
0.17	602.714917057543	1036.81895319597
0.18	140.442322668188	575.25724333812
0.19	34.2936303628931	221.083286139517
0.2	34.9447622592654	335.195410577912
0.21	360.231157957551	3047.4761635972
0.22	111.450595369691	773.225899082867
0.23	471.458242903751	4032.24530830086
0.24	318.345891594677	2086.36808038841
0.25	434.67363813278	4570.07122259868
0.26	245.430842035833	1596.32122563462
0.27	284.747827846938	1081.59378453357
0.28	171.081203867998	1025.81415105676
0.29	83.7621589535284	708.843473393715
0.3	130.879230435598	893.533957019439
0.31	344.09663631476	1628.4222447069
0.32	191.470338883048	673.752016427648
0.33	102.236163791423	984.789135148351
0.34	70.4717532248399	373.607219269302
0.35	321.895653200291	654.288655284951
0.36	1743.52110178253	4994.14423889558
0.37	4276.43204160924	14927.2252408119
0.38	612.989359921877	4143.82850115446
0.39	1582.86255574507	5598.10637387324
0.4	592.77011047076	3092.68800081662
0.41	401.842268049441	2577.74680030102
0.42	1342.70682160837	2180.85929295557
0.43	460.242988718978	2251.37183700855
0.44	316.444530871139	5697.2006624718
0.45	1512.39486938164	4290.55794690278
0.46	1525.25109317976	15634.5924074797
0.47	799.034289954478	5446.89613822045
0.48	1548.16533959726	11399.7899725424
0.49	935.896993926065	8876.70211007279
