1	0
2	0
3	0.693147180559945
4	1.79175946922805
5	3.17805383034795
6	4.78749174278205
7	6.5792512120101
8	8.52516136106541
9	10.6046029027453
10	12.8018274800815
11	15.1044125730755
12	17.5023078458739
13	19.9872144956619
14	22.5521638531234
15	25.1912211827387
16	27.8992713838409
17	30.6718601060807
18	33.5050734501369
19	36.3954452080331
20	39.3398841871995
21	42.3356164607535
22	45.3801388984769
23	48.4711813518352
24	51.6066755677644
25	54.7847293981123
26	58.0036052229805
27	61.261701761002
28	64.5575386270063
29	67.8897431371815
30	71.257038967168
