-3	-0.999977894851102
-2.9375	-0.999967345565382
-2.875	-0.999952120464865
-2.8125	-0.999930317826141
-2.75	-0.999899338666567
-2.6875	-0.999855662773968
-2.625	-0.999794564994445
-2.5625	-0.999709760194397
-2.5	-0.999592964536606
-2.4375	-0.999433360417915
-2.375	-0.999216952820867
-2.3125	-0.998925806173226
-2.25	-0.99853715334125
-2.1875	-0.998022372355439
-2.125	-0.99734583210427
-2.0625	-0.996463615698547
-2	-0.995322139581219
-1.9375	-0.993856697681238
-1.875	-0.99198997276661
-1.8125	-0.989630571225125
-1.75	-0.986671652155294
-1.6875	-0.98298973602003
-1.625	-0.978443791119842
-1.5625	-0.972874706516915
-1.5	-0.966105266402972
-1.4375	-0.957940741838313
-1.375	-0.948170209967293
-1.3125	-0.936568697125191
-1.25	-0.922900219942947
-1.1875	-0.906921767382802
-1.125	-0.888388226979099
-1.0625	-0.867058211510683
-1	-0.84270068974759
-0.9375	-0.815102269382926
-0.875	-0.784074925009414
-0.8125	-0.749463912729804
-0.75	-0.711155569636656
-0.6875	-0.669084664836671
-0.625	-0.623240952417462
-0.5625	-0.57367457852806
-0.5	-0.520500016304747
-0.4375	-0.463898244174907
-0.375	-0.40411694412452
-0.3125	-0.341468574340735
-0.25	-0.276326261353527
-0.1875	-0.209117555319681
-0.125	-0.140316192477912
-0.0625	-0.0704321046845497
0	9.99999971718069E-10
0.0625	0.0704321046845497
0.125	0.140316192477912
0.1875	0.209117555319681
0.25	0.276326261353527
0.3125	0.341468574340735
0.375	0.40411694412452
0.4375	0.463898244174907
0.5	0.520500016304747
0.5625	0.57367457852806
0.625	0.623240952417462
0.6875	0.669084664836671
0.75	0.711155569636656
0.8125	0.749463912729804
0.875	0.784074925009414
0.9375	0.815102269382926
1	0.84270068974759
1.0625	0.867058211510683
1.125	0.888388226979099
1.1875	0.906921767382802
1.25	0.922900219942947
1.3125	0.936568697125191
1.375	0.948170209967293
1.4375	0.957940741838313
1.5	0.966105266402972
1.5625	0.972874706516915
1.625	0.978443791119842
1.6875	0.98298973602003
1.75	0.986671652155294
1.8125	0.989630571225125
1.875	0.99198997276661
1.9375	0.993856697681238
2	0.995322139581219
2.0625	0.996463615698547
2.125	0.99734583210427
2.1875	0.998022372355439
2.25	0.99853715334125
2.3125	0.998925806173226
2.375	0.999216952820867
2.4375	0.999433360417915
2.5	0.999592964536606
2.5625	0.999709760194397
2.625	0.999794564994445
2.6875	0.999855662773968
2.75	0.999899338666567
2.8125	0.999930317826141
2.875	0.999952120464865
2.9375	0.999967345565382
3	0.999977894851102
